track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key_x,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance,mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist,instance_id,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key_y,liveness,loudness,mode_y,speechiness,tempo,obtained_date,valence,music_genre
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126.0,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,711,947680.9085794656,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797.0,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,985,1186439.387817259,2,197b70c7-8910-4030-ad03-632d82aa40e3,Rauw Alejandro,Rauw Alejandro,United States,,,,5809.0,26681.0,False,,,,,,,,,,,,,,,,,
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717.0,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6,1415,382006.8671378092,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148.0,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,617,621637.1928687196,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203.0,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,1219,435201.9712879409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967.0,0,1,2,0,0,118,,Major,44,52,94,11,0,4,29,554,67342.90072202166,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,631,809630.4532488114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661.0,231,52,612,6,,90,,Major,63,49,68,38,0,42,18,848,1705119.8832547169,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713.0,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,988,1784781.0860323887,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487.0,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,563,664638.5204262878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lï¿½ï¿½ï¿,Stromae,1,2022,1,9,2035,0,108809090.0,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11,552,197117.91666666663,1,ab2528d9-719f-4261-8098-21849222a0f2,Stromae,Stromae,Belgium,Belgium; France,electropop; dance-pop; hip house; electro house; nouvelle chanson française,electronic; dance; belgian; french; electronica; seen live; pop; House; Hip-Hop; Belgium; male vocalists; electro; rap; hip hop; singer-songwriter; Français; one hit wonder; electro house; chanson francaise; party; francophone; overrated; stromae; rap x3; chillout; electropop; catchy; club; rnb; eurodance; france; Belge; european; brussels; depressive; Electro Hip Hop; belgique,676958.0,15378742.0,False,,,,,,,,,,,,,,,,,
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353.0,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,675,646956.0785185185,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617.0,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4,659,638908.3717754174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661.0,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,1093,458867.0274473925,1,1fa3bded-908f-47be-9784-3c9ef850682b,Oliver Tree,Oliver Tree,,,,,55040.0,740136.0,False,,,,,,,,,,,,,,,,,
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229.0,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6,667,530832.4272863568,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter,BTS,1,2021,5,21,4779,6,1143647827.0,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,785,1456876.2127388534,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144.0,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,554,562085.0974729242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,751,895680.7589880159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657.0,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,835,1505246.2958083833,7,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,Olivia Rodrigo,United States,,,,158.0,643.0,False,,,,,,,,,,,,,,,,,
Dynamite,BTS,1,2020,8,21,8528,5,1692897992.0,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,1058,1600092.6200378072,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641.0,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,617,397237.6677471637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357.0,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,1646,417214.0686512758,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174.0,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,632,413630.0221518987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621.0,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7,737,827741.68385346,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852.0,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,862,1294525.350348028,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982.0,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,680,874239.6794117647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746.0,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,713,795167.9467040673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,,16,0,54,0,0,110,A,Major,53,75,69,7,0,17,3,19553,,1,5528ebce-9a4e-4e16-8e75-211e475928d6,Edison Lighthouse,Edison Lighthouse,United Kingdom,United Kingdom,british; uk; rock and indie,pop; classic rock; oldies; 70s; 60s; rock; bubblegum; british; sunshine pop; soft rock; male vocalists; One Hit Wonders; UK; happy; england; edison lighthouse; seen live; vocal; male; pop rock; feel good; smooth; melancholy; british invasion; soft pop; Pop-Rock; Europe; english; sweet; classics; 60; United Kingdom; classic pop; positive; close harmony; All; one hit wonder; 70's; Contemporary pop; am pop; Pop Life; fluff; kesa; pops; pop tart; have to sing along; Candy Pop; Pop Group; this is good for your health; Sounds and memories; weallgetold; Need to Rate; ei oo parempaa; greatrockers; doofusgoofus; Classic Bubblegum; pop 70s; maidavalelover was here; good times artists 98; shohola classics; EDSNLGTHS,88820.0,391582.0,False,,,,,,,,,,,,,,,,,
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940.0,81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5,611,613268.3142389526,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148.0,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,603,306695.10447761195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571.0,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4,554,57688.75631768953,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418.0,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5,603,277075.32006633497,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218.0,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,2988,275910.3808567604,1,89ea85c2-c90a-46ea-93db-9bed95d5c8f8,Surf Curse,Surf Curse,United States,,,,39479.0,756601.0,False,,,,,,,,,,,,,,,,,
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,682,532943.7565982405,1,6de0f914-3e60-4418-be3b-42e0feb6eb4d,Jason Derulo,Jason Derülo,United States,Haiti; United States,rock; pop; dance; electropop; dance-pop; r&b; contemporary r&b,rnb; pop; male vocalists; urban; Jason Derulo; Hip-Hop; r&b; american; dance; soul; hip hop; seen live; electronic; jason; dance-pop; justin bieber; Partymusic; rap; singer-songwriter; United States; sexy; USA; House; male vocalist; 00s; english; 2010s; <3; florida; autotune; electropop; rock; favorites; acoustic; smooth; dance pop; shit; miami; male vocals; 2000s; 10s; i; r'n'b; All; Akon; party song; black music; Haitian; Modern hip-hop; in my Head; camryn; jason derulo watcha say,1872933.0,27564385.0,False,,,,,,,,,,,,,,,,,
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,2815,400521.580106572,3,97b8d224-5660-419c-8dff-4b3bf0c33983,The Neighbourhood,The Neighbourhood,United States,,alternative rock; indie pop,indie; indie rock; indie pop; rock; seen live,787561.0,31254854.0,False,73379.0,The Neighbourhood,71.0,0.0678,0.588,260173.0,0.521,0.149,A#,0.123,-9.461,Major,0.0329,85.012,4-Apr,0.337,Alternative
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,2815,400521.580106572,3,53b06622-ec51-4924-a554-58b0affde6b5,The Neighbourhood,,United Kingdom,,,,,,False,73379.0,The Neighbourhood,71.0,0.0678,0.588,260173.0,0.521,0.149,A#,0.123,-9.461,Major,0.0329,85.012,4-Apr,0.337,Alternative
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7,554,109532.380866426,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEVEN,IVE,1,2021,12,1,521,1,247737946.0,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11,591,419184.3417935702,4,a92e9703-929f-45bb-aa78-b78dfde731a4,IVE,,,,,,,,False,,,,,,,,,,,,,,,,,
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402.0,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4,1086,1564827.2578268878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,603,256712.88723051408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004.0,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9,605,328732.2380165289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432.0,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3,554,224562.1516245488,2,39b67b8b-d237-4df9-b1a6-7cf4cf749b36,David Kushner,David Kushner,,,,,76.0,458.0,False,,,,,,,,,,,,,,,,,
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,785,1083577.5210191084,7,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,Olivia Rodrigo,United States,,,,158.0,643.0,False,,,,,,,,,,,,,,,,,
Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,685,549391.2846715328,3,164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West,Kanye West,United States,United States,synthpop; pop; american; hip-hop; hip hop; electropop; producer; pop rap; rapper; us; hip hop rnb and dance hall; experimental hip hop; grammy winner; hardcore hip hop,Hip-Hop; rap; hip hop; rnb; Kanye West; seen live; Gay Fish; american; pop; chicago; hiphop; soul; electronic; gayfish; producer; alternative; male vocalists; 00s; kanye; indie; rock; urban; experimental; dance; r&b; pop rap; alternative rap; electronica; alternative hip-hop; USA; good music; midwest rap,4390502.0,238603850.0,False,,,,,,,,,,,,,,,,,
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,750,689046.1693333334,6,5df62a88-cac9-490a-b62c-c7c88f4020f4,Doja Cat,Doja Cat,,United States,,pop; rnb; rap; alternative; female vocalists; Dope; r&b; Hip-Hop; hip hop; USA; american; electronic; indie pop; internet; r and b; f; pop rap; 10s; 2010s; us; high; United States; bass music; Hell Yeah; Acid Trip; musical journey to the ends of time; list-en; seapunk hip hop; party city; dogs and cats,99950.0,1555095.0,False,,,,,,,,,,,,,,,,,
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,1352,1189382.571745562,3,526aab94-697f-44a9-b630-41d1c0505953,Lewis Capaldi,Lewis Capaldi,United Kingdom,,,,124429.0,1153857.0,False,,,,,,,,,,,,,,,,,
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838.0,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,932,543754.1180257511,1,2baf3276-ed6a-4349-8d2e-f4601e7b2167,Playboi Carti,Playboi Carti,United States,,,,159858.0,8723637.0,False,,,,,,,,,,,,,,,,,
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,4611,319410.07872478856,4,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,Adele,Adele,United Kingdom,United Kingdom,pop; jazz; singer; soul; adult contemporary; blue-eyed soul; film soundtrack; pop and chart; pop soul; blue eyed soul; adele; alternative/indie rock; adult alternative pop/rock; english singer,soul; female vocalists; british; singer-songwriter; indie; pop; Adele; jazz; acoustic; female vocalist; UK; alternative; britpop; blues; indie pop; female; chillout; 00s; beautiful voice; rnb; Neo-Soul; folk; seen live; england; london; piano; Mellow; rock; Blue-Eyed Soul; english; Love; r&b; beautiful; smooth; jazz-soul; easy listening; Sandy Leah,2856839.0,128162302.0,False,,,,,,,,,,,,,,,,,
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,4611,319410.07872478856,4,95d47069-e8e4-4fc3-abf1-cde19b9aac92,Adele,,Norway,,,,,,False,,,,,,,,,,,,,,,,,
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873.0,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3,4611,319410.07872478856,4,1de93a63-3a9f-443a-ba8a-a43b5fe0121e,Adele,,,United Kingdom,,,,,False,,,,,,,,,,,,,,,,,
Sobrio,Maluma,1,2021,7,8,3506,10,513643924.0,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,737,696938.8385345998,1,e8979f75-9110-4df8-ac70-898898d080d1,Maluma,Maluma,Colombia,Colombia; Spain; United States,latin; reggaeton; latin urban,mierda; Brutal Death Metal; black metal; shit; metal; basura; death metal; Crap; justin bieber; latin; Reggaeton; pop; Officially Shit; Colombia; latin pop; hot; bullshit; sexy; male vocalists; colombian; caca; justin biever; spanish; female vocalists; american; latino; dance pop; pop en espanol; under 2000 listeners; 10s; deathcore; columbia; All; South America; satanic black metal; thall; popo; guiso; lauris; Lubo; Latin Grammy nominee; antioquia; pop gay; Sexy Male; tagme; reggaeton colombiano; Maluma; latina urbana,170454.0,3026691.0,False,,,,,,,,,,,,,,,,,
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503.0,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9,569,459202.992970123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581.0,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,785,998352.3324840764,7,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,Olivia Rodrigo,United States,,,,158.0,643.0,False,,,,,,,,,,,,,,,,,
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,799,529025.1038798498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656.0,255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23,1291,822885.8683191325,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873.0,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,995,1258858.1638190956,2,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Ariana Grande,Ariana Grande,United States,United States,pop; electropop; dance-pop; electro house; r&b; contemporary r&b; ag4,pop; female vocalists; rnb; Ariana Grande; nickelodeon; american; r&b; dance; soul; singer-songwriter; florida; dance-pop; electropop; sexy; USA; 3; Bridgit Mendler; Soundtrack; seen live; female vocalist; 10s; teen pop; Mariah Carey; contemporary rnb; chillout; chill; cute; world; World Music; boca raton; All; Selena Gomez; justin bieber; Skitz0rz; uitluisteren artist; holloween skitz0rz; Hip-Hop; electronic; female; beautiful; guilty pleasure; hot; trap; sunflower; Miley Cyrus; my dance room; hip hop; pop rock; Queen; electro house; english; perfect; EDM; United States; Demi Lovato; victorious; fav888; rock; C; urban; House; g; k; 1; f; dance pop; j; 4; shit; R; lovely; Disney; overrated; E; misc; 9; 2; 7; us; songs; 13; 5; 6; i; o; 8; 0; x; bats; r'n'b; d; Shady; s; b; cancer; h; a; w; amazing voice; m,1098133.0,106673207.0,False,,,,,,,,,,,,,,,,,
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,851070493.0,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,848,1003620.8643867924,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529.0,7,3,89,0,0,158,G#,Minor,46,62,83,53,0,97,28,631,418216.36925515055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Feels,TWICE,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,652,530527.0153374233,2,8da127cc-c432-418f-b356-ef36210d82ac,TWICE,TWICE,South Korea,,,,80642.0,9488726.0,False,,,,,,,,,,,,,,,,,
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566.0,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,1240,767449.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266.0,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,2430,393771.71440329216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,701,609823.1155492153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3,2642,59295.36941710825,1,597d6d84-0316-4e7b-8649-20c576dac29f,SALES,SALES,United States,United States,electronic; pop,Lo-Fi; minimal rock; seen live; indie; indie pop; guitar pop; minimal pop; female vocalists; USA; electronic; pop; experimental; twee pop; pop rock; american; rock n roll; Orlando; Bandcamp; post tropical sadcore; holy favorites1,147774.0,2089123.0,False,,,,,,,,,,,,,,,,,
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,822,759751.1642335766,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,2298,338453.17145343777,5,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,Billie Eilish,Billie Eilish,United States,,,,421966.0,19136414.0,False,,,,,,,,,,,,,,,,,
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151.0,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3,717,575725.4546722454,5,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,Billie Eilish,Billie Eilish,United States,,,,421966.0,19136414.0,False,,,,,,,,,,,,,,,,,
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110.0,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,1656,687484.3659420289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175.0,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,681,521614.06020558,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,704,412256.5710227273,1,0073a9e6-b4e5-454d-8d5c-1a0058b40ab5,NIKI,,Indonesia,,,,,,False,,,,,,,,,,,,,,,,,
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,704,412256.5710227273,1,babbda81-1131-4b35-8342-7d69dfa539ff,NIKI,,,Estonia; Indonesia; Japan,,,,,False,,,,,,,,,,,,,,,,,
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,4667,227760.1517034497,4,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,Bruno Mars,Bruno Mars,United States,United States,rock; pop; new wave; funk; soul; pop rock; pop soul; r&b; contemporary r&b; synth funk; a filk artist,pop; rnb; male vocalists; r&b; slow jams; Bruno Mars; soul; american; singer-songwriter; seen live; funk; reggae; Hip-Hop; indie; romantic; rock; bruno; hip hop; USA; pop rock; alternative; male vocalist; blues; dance; rhythm and blues; hawaii; 2010s; sexy; soft rock; Grenade; folk; acoustic; english; Hawaiian; r'n'b,1841782.0,54224967.0,False,,,,,,,,,,,,,,,,,
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,1184,996701.8361486486,2,f9133869-f87c-459c-9aa7-2f176cda7e06,Tate McRae,Tate McRae,,,,,7676.0,38308.0,False,,,,,,,,,,,,,,,,,
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,"1,282",0,55,126,F#,Major,53,66,85,2,0,24,4,3482,418173.8796668581,2,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,Avicii,Avicii,Sweden,Sweden,house; seen live; electropop; dance-pop; funky house; progressive house; electro house; edm,House; electronic; dance; Progressive House; electro house; swedish; seen live; electronica; EDM; club; Avicii; electro; dj; Sweden; pop; trance; dubstep; techno; tech house; deep house; folktronica; eurodance; stockholm; tim berg,1554261.0,43778295.0,False,,,,,,,,,,,,,,,,,
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,708,611161.488700565,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,680,720508.6338235295,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,750,621279.176,2,197b70c7-8910-4030-ad03-632d82aa40e3,Rauw Alejandro,Rauw Alejandro,United States,,,,5809.0,26681.0,False,,,,,,,,,,,,,,,,,
