,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,Major,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,A,A#,B,C#,D,D#,E,F,F#,G,G#
765,4,2022,7,15,3113,0,123473120.0,54,6,124,1,0,126,1,81,90,73,28,0,29,4,1,0,0,0,0,0,0,0,0,0,0
766,2,2022,2,18,782,9,323455692.0,15,33,6,1,0,113,1,70,97,59,55,0,27,12,0,0,0,0,0,0,0,0,0,0,1
767,3,2022,6,16,2442,0,240918092.0,81,4,248,1,6,132,1,82,49,88,20,0,21,3,0,0,1,0,0,0,0,0,0,0,0
768,3,2022,5,20,1112,4,191873381.0,22,2,65,1,3,135,1,77,74,74,47,0,34,8,0,0,0,0,0,0,0,0,0,0,1
769,1,2022,9,9,2520,4,239411309.0,93,95,84,9,202,102,0,67,72,74,30,0,36,4,0,0,0,1,0,0,0,0,0,0,0
770,1,2013,1,1,19806,7,703301727.0,33,11,274,0,0,149,1,37,28,66,14,0,9,5,0,0,0,1,0,0,0,0,0,0,0
771,1,2022,8,26,615,0,189476119.0,14,77,15,1,2,120,0,77,78,91,14,0,33,12,0,0,0,0,0,1,0,0,0,0,0
772,1,2022,1,20,2537,0,277132266.0,49,1,67,11,1,100,1,90,75,50,11,0,9,26,0,0,0,1,0,0,0,0,0,0,0
773,1,2022,6,3,1647,30,278920007.0,20,49,23,2,2,164,0,70,58,57,25,0,15,7,0,0,0,0,0,0,0,0,0,0,1
774,1,2022,6,10,2019,8,222410722.0,117,72,107,1,7,93,0,65,79,66,31,0,22,7,0,1,0,0,0,0,0,0,0,0,0
775,1,2022,9,13,1473,12,185392587.0,25,36,25,1,0,180,0,65,52,80,5,0,6,25,0,0,0,1,0,0,0,0,0,0,0
776,1,2022,7,15,1613,0,202452860.0,21,15,13,0,0,79,1,34,22,31,43,63,10,7,0,0,0,1,0,0,0,0,0,0,0
777,1,2002,8,5,30992,6,1608164312.0,124,25,7827,1,0,146,1,56,21,44,73,0,11,2,0,0,0,0,0,0,0,1,0,0,0
778,1,2000,7,10,10826,4,624101957.0,24,0,805,0,0,103,1,37,17,27,75,5,10,3,0,0,0,1,0,0,0,0,0,0,0
779,1,2022,9,2,920,0,148461629.0,10,1,8,0,0,140,0,70,26,76,8,0,54,23,0,0,0,0,0,0,1,0,0,0,0
780,2,2022,9,13,308,0,47093942.0,6,1,6,0,0,92,1,81,48,70,13,0,15,7,0,1,0,0,0,0,0,0,0,0,0
781,1,2016,6,23,2468,0,380319238.0,15,0,0,0,0,102,0,64,4,60,11,0,19,4,0,0,0,1,0,0,0,0,0,0,0
782,2,2022,7,22,1097,2,209106362.0,18,10,13,1,1,118,0,82,75,85,33,1,11,4,0,0,1,0,0,0,0,0,0,0,0
783,1,2022,9,13,330,0,53987404.0,3,0,2,0,0,93,1,78,75,62,6,0,15,6,0,0,0,0,1,0,0,0,0,0,0
784,1,2022,6,23,1584,0,115331792.0,38,0,24,0,0,150,0,70,26,56,14,83,11,5,0,0,0,0,0,0,0,1,0,0,0
785,1,2022,10,7,1585,5,225093344.0,78,65,328,1,198,130,1,52,24,60,0,0,8,3,0,0,0,0,1,0,0,0,0,0,0
786,2,2022,10,14,766,0,84697729.0,16,0,9,0,0,83,0,65,24,53,6,0,51,4,0,0,0,0,0,1,0,0,0,0,0
787,4,2022,8,18,836,0,159240673.0,14,1,13,0,0,102,1,84,43,75,5,0,6,8,1,0,0,0,0,0,0,0,0,0,0
788,1,2022,10,17,430,6,170709584.0,14,116,9,0,11,136,0,73,65,91,4,0,48,18,0,0,0,0,0,0,1,0,0,0,0
789,1,1982,5,16,2020,0,154356956.0,77,10,119,0,40,145,1,66,24,58,17,0,19,5,1,0,0,0,0,0,0,0,0,0,0
790,1,2018,11,21,6858,0,723043854.0,31,21,15,0,4,130,1,57,24,37,11,18,16,3,0,0,0,0,0,0,0,0,0,1,0
791,1,2022,7,14,3682,6,247689123.0,41,0,158,2,68,156,1,72,92,77,9,0,8,11,0,0,0,0,0,0,0,0,0,1,0
792,1,2022,9,29,1639,0,176474912.0,86,14,80,0,37,123,1,57,50,85,5,0,16,4,0,0,0,0,1,0,0,0,0,0,0
793,1,2022,9,16,452,10,235549288.0,2,129,13,0,1,132,1,92,53,62,7,0,63,10,0,0,0,0,0,0,0,0,0,1,0
794,1,2022,10,14,991,0,85559365.0,36,38,13,0,3,162,0,74,22,67,0,0,11,46,0,0,0,0,0,0,0,1,0,0,0
795,3,2022,9,22,869,7,146223492.0,14,12,12,2,28,138,1,80,82,81,14,0,13,36,0,1,0,0,0,0,0,0,0,0,0
796,3,2022,7,1,648,4,187701588.0,0,0,30,0,0,161,0,59,62,60,12,0,5,44,0,1,0,0,0,0,0,0,0,0,0
797,2,2022,11,4,1545,0,154863153.0,22,7,15,0,0,131,0,91,23,55,1,0,7,32,0,0,0,0,0,0,0,0,0,0,1
798,3,2022,11,4,1930,0,191333656.0,24,8,17,0,1,122,0,75,45,63,6,0,35,12,0,0,0,0,0,0,1,0,0,0,0
799,1,2022,10,21,1948,0,253650850.0,12,9,16,0,0,80,0,80,16,28,17,0,12,39,0,0,0,0,0,0,1,0,0,0,0
800,1,2022,10,21,1608,0,223064273.0,10,3,12,0,0,109,1,75,11,50,20,0,30,17,0,0,0,0,0,0,0,0,0,1,0
801,2,2022,11,4,1338,0,170413877.0,9,20,7,0,0,158,1,84,33,36,2,0,39,59,1,0,0,0,0,0,0,0,0,0,0
802,1,2022,10,21,1936,0,218320587.0,7,5,13,0,0,126,1,66,12,35,55,0,9,14,0,0,0,0,0,0,1,0,0,0,0
803,2,2022,11,4,1794,0,141720999.0,26,9,17,0,3,104,1,73,25,61,1,0,32,7,0,0,0,1,0,0,0,0,0,0,0
804,2,2022,11,4,1652,2,198365537.0,26,52,10,0,95,130,1,77,20,70,1,0,16,5,0,0,0,0,0,0,0,0,0,1,0
805,1,2022,10,21,1715,0,177503916.0,4,5,8,0,0,158,1,48,55,84,43,0,15,12,0,0,0,0,0,0,0,0,0,1,0
806,2,2022,11,4,486,0,71095708.0,8,1,7,0,0,114,0,62,25,44,51,33,14,3,0,0,0,0,1,0,0,0,0,0,0
807,2,2022,11,4,1007,0,112436403.0,6,5,3,0,0,144,1,93,62,61,0,0,12,20,0,0,0,0,0,0,0,1,0,0,0
808,1,2022,10,28,481,9,203436468.0,10,100,15,1,27,125,1,54,22,76,0,0,14,3,0,0,0,0,0,0,0,1,0,0,0
809,1,2022,11,4,1045,0,93367537.0,8,5,2,0,0,142,0,85,40,43,4,0,39,32,0,0,0,0,0,0,0,1,0,0,0
810,2,2022,11,4,1060,0,106249219.0,3,8,5,0,0,120,1,64,11,53,1,0,25,27,0,0,0,0,1,0,0,0,0,0,0
811,1,2022,10,21,1274,0,181382590.0,1,6,11,0,0,96,1,57,55,74,22,0,8,4,0,0,0,0,0,0,0,1,0,0,0
812,1,2022,11,3,953,0,91473363.0,61,13,37,1,0,144,1,60,24,39,57,0,8,3,1,0,0,0,0,0,0,0,0,0,0
813,1,2022,10,21,1180,0,121871870.0,4,0,8,0,0,166,1,42,7,24,83,1,12,6,0,0,0,0,0,0,0,0,1,0,0
814,2,2022,11,3,573,0,73513683.0,2,0,7,0,0,92,1,80,81,67,4,0,8,6,0,0,0,1,0,0,0,0,0,0,0
815,3,2022,10,20,1320,0,133895612.0,29,26,17,0,0,97,1,82,67,77,8,0,12,5,0,0,0,1,0,0,0,0,0,0,0
816,1,2022,11,4,782,2,96007391.0,27,18,32,1,0,90,0,61,32,67,15,0,11,5,0,0,0,0,0,0,1,0,0,0,0
